ADOM,Device,Hostname,Serial,Version,R01,R02,R03,R04,R05,R06,R07,R08,R09,R10,R11,R12,R13
MART_MINAS,cl-fw-prr-MartMinas-272,cl-fw-prr-MartMinas-272,FGT40FTK2209ESM4,7.0,AUSENTE,AUSENTE,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE
MART_MINAS,cl-fw-bhe-marminas-LMN,cl-fw-bhe-marminas-LMN,FGT40FTK23090232,7.0,AUSENTE,AUSENTE,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE
MART_MINAS,cl-fw-jnu-MartMinas-274,cl-fw-jnu-MartMinas-274,FGT40FTK2209ESTH,7.0,AUSENTE,AUSENTE,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE
MART_MINAS,cl-fw-cem-MartMinas-CD,cl-fw-cem-MartMinas-CD,FG100FTK23074620,7.0,AUSENTE,AUSENTE,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE
MART_MINAS,cl-fw-lgt-MartMinas-279,cl-fw-lgt-MartMinas-279,FGT40FTK23091312,7.0,AUSENTE,AUSENTE,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE
MART_MINAS,cl-fw-cet-MartMinas-281,cl-fw-cet-MartMinas-281,FGT40FTK2209EV14,7.0,AUSENTE,AUSENTE,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE
MART_MINAS,cl-fw-sba-MartMinas-277,cl-fw-sba-MartMinas-277,FGT40FTK2209EUFE,7.0,AUSENTE,AUSENTE,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE
MART_MINAS,cl-fw-plo-MartMinas-280,cl-fw-plo-MartMinas-280,FGT40FTK2209EUJH,7.0,AUSENTE,AUSENTE,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE
MART_MINAS,cl-fw-rns-MartMinas-278,cl-fw-rns-MartMinas-278,FGT40FTK2209EUXE,7.0,AUSENTE,AUSENTE,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE
MART_MINAS,cl-fw-baik-MartMinas-273,cl-fw-baik-MartMinas-273,FGT40FTK2209F6UC,7.0,AUSENTE,AUSENTE,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE
MART_MINAS,cl-fw-oci-MartMinas-A,cl-fw-oci-MartMinas-B,FGVMSLTM26003257,7.0,AUSENTE,AUSENTE,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE
MART_MINAS,cl-fw-bet-MartMinas-285,cl-fw-bet-MartMinas-285,FGT40FTK2209EY7W,7.0,AUSENTE,AUSENTE,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE
MART_MINAS,cl-fw-slu-MartMinas-288,cl-fw-slu-MartMinas-288,FGT40FTK2209F5NP,7.0,AUSENTE,AUSENTE,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE
MART_MINAS,cl-fw-sla-MartMinas-284,cl-fw-sla-MartMinas-284,FGT40FTK2209F2S8,7.0,AUSENTE,AUSENTE,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE
MART_MINAS,cl-fw-slu-MartMinas-289,cl-fw-slu-MartMinas-289,FGT40FTK2209F6EZ,7.0,AUSENTE,AUSENTE,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE
MART_MINAS,cl-fw-bet-MartMinas-287,cl-fw-bet-MartMinas-287,FGT40FTK2209ETXQ,7.0,AUSENTE,AUSENTE,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE
MART_MINAS,cl-fw-bhe-MartMinas-286,cl-fw-bhe-MartMinas-286,FGT40FTK2209EYC6,7.0,AUSENTE,AUSENTE,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE
MART_MINAS,cl-fw-bhe-MartMinas-283,cl-fw-bhe-MartMinas-283,FGT40FTK2209EY8H,7.0,AUSENTE,AUSENTE,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE
MART_MINAS,cl-fw-iie-MartMinas-276,cl-fw-iie-MartMinas-276,FGT40FTK2209EUV4,7.0,AUSENTE,AUSENTE,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE
