device_name,hostname,adom,serial,platform,os_version,status,file_size_bytes,file_size_kb,file_path,error_message
cl-fw-sla-MartMinas-284,cl-fw-sla-MartMinas-284,MART_MINAS,FGT40FTK2209F2S8,FortiGate-40F,v7.0.13,✅ Sucesso,695152,678.86,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/MART_MINAS/cl-fw-sla-MartMinas-284-17-05-47.conf,
cl-fw-slu-MartMinas-204,cl-fw-slu-MartMinas-204,MART_MINAS,FGT40FTK21099A5X,FortiGate-40F,v7.0.13,✅ Sucesso,719506,702.64,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/MART_MINAS/cl-fw-slu-MartMinas-204-17-05-47.conf,
cl-fw-slu-MartMinas-288,cl-fw-slu-MartMinas-288,MART_MINAS,FGT40FTK2209F5NP,FortiGate-40F,v7.0.13,✅ Sucesso,694899,678.61,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/MART_MINAS/cl-fw-slu-MartMinas-288-17-05-47.conf,
cl-fw-slu-MartMinas-289,cl-fw-slu-MartMinas-289,MART_MINAS,FGT40FTK2209F6EZ,FortiGate-40F,v7.0.13,✅ Sucesso,720510,703.62,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/MART_MINAS/cl-fw-slu-MartMinas-289-17-05-47.conf,
cl-fw-snps-MartMinas-217,cl-fw-snps-MartMinas-217,MART_MINAS,FGT40FTK21099ADF,FortiGate-40F,v7.0.13,❌ Falha,0,0.0,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/MART_MINAS/cl-fw-snps-MartMinas-217-17-05-47.conf,No permission for the resource
cl-fw-soe-MartMinas-241,cl-fw-soe-MartMinas-241,MART_MINAS,FGT40FTK21008361,FortiGate-40F,v7.0.13,❌ Falha,0,0.0,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/MART_MINAS/cl-fw-soe-MartMinas-241-17-05-47.conf,No permission for the resource
cl-fw-spo-MartMinas-escritorio,cl-fw-spo-MartMinas-escritorio,MART_MINAS,FGT40FTK21049173,FortiGate-40F,v7.0.13,❌ Falha,0,0.0,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/MART_MINAS/cl-fw-spo-MartMinas-escritorio-17-05-47.conf,No permission for the resource
cl-fw-sta-MartMinas-209,cl-fw-sta-MartMinas-209,MART_MINAS,FGT40FTK210999Y2,FortiGate-40F,v7.0.13,❌ Falha,0,0.0,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/MART_MINAS/cl-fw-sta-MartMinas-209-17-05-47.conf,No permission for the resource
cl-fw-tcs-MartMinas-227,cl-fw-tcs-MartMinas-227,MART_MINAS,FGT40FTK21099A4A,FortiGate-40F,v7.0.13,❌ Falha,0,0.0,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/MART_MINAS/cl-fw-tcs-MartMinas-227-17-05-47.conf,No permission for the resource
cl-fw-tot-MartMinas-233,cl-fw-tot-MartMinas-233,MART_MINAS,FGT40FTK21099AJP,FortiGate-40F,v7.0.13,❌ Falha,0,0.0,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/MART_MINAS/cl-fw-tot-MartMinas-233-17-05-47.conf,No permission for the resource
cl-fw-tsp-MartMinas-258,cl-fw-tsp-MartMinas-258,MART_MINAS,FGT40FTK21099FFT,FortiGate-40F,v7.0.13,❌ Falha,0,0.0,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/MART_MINAS/cl-fw-tsp-MartMinas-258-17-05-47.conf,No permission for the resource
cl-fw-uba-MartMinas-220,cl-fw-uba-MartMinas-220,MART_MINAS,FGT40FTK21050618,FortiGate-40F,v7.0.13,❌ Falha,0,0.0,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/MART_MINAS/cl-fw-uba-MartMinas-220-17-05-47.conf,No permission for the resource
cl-fw-ula-MartMinas-210,cl-fw-ula-MartMinas-210,MART_MINAS,FGT40FTK21020818,FortiGate-40F,v7.0.13,✅ Sucesso,716943,700.14,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/MART_MINAS/cl-fw-ula-MartMinas-210-17-05-47.conf,
cl-fw-ula-MartMinas-222,cl-fw-ula-MartMinas-222,MART_MINAS,FGT40FTK21099EB8,FortiGate-40F,v7.0.13,✅ Sucesso,742943,725.53,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/MART_MINAS/cl-fw-ula-MartMinas-222-17-05-47.conf,
cl-fw-ula-MartMinas-238,cl-fw-ula-MartMinas-238,MART_MINAS,FGT40FTK21008375,FortiGate-40F,v7.0.13,✅ Sucesso,718285,701.45,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/MART_MINAS/cl-fw-ula-MartMinas-238-17-05-47.conf,
cl-fw-ula-MartMinas-246,cl-fw-ula-MartMinas-246,MART_MINAS,FGT40FTK21024569,FortiGate-40F,v7.0.13,❌ Falha,0,0.0,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/MART_MINAS/cl-fw-ula-MartMinas-246-17-05-47.conf,No permission for the resource
cl-fw-uni-MartMinas-240,cl-fw-uni-MartMinas-240,MART_MINAS,FGT40FTK21008735,FortiGate-40F,v7.0.13,❌ Falha,0,0.0,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/MART_MINAS/cl-fw-uni-MartMinas-240-17-05-47.conf,No permission for the resource
cl-fw-ura-MartMinas-207,cl-fw-ura-MartMinas-207,MART_MINAS,FGT40FTK21022701,FortiGate-40F,v7.0.13,✅ Sucesso,741255,723.88,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/MART_MINAS/cl-fw-ura-MartMinas-207-17-05-47.conf,
cl-fw-ura-MartMinas-223,cl-fw-ura-MartMinas-223,MART_MINAS,FGT40FTK21099EA5,FortiGate-40F,v7.0.13,❌ Falha,0,0.0,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/MART_MINAS/cl-fw-ura-MartMinas-223-17-05-47.conf,No permission for the resource
cl-fw-ura-MartMinas-265,cl-fw-ura-MartMinas-265,MART_MINAS,FGT40FTK21099D40,FortiGate-40F,v7.0.13,❌ Falha,0,0.0,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/MART_MINAS/cl-fw-ura-MartMinas-265-17-05-47.conf,No permission for the resource
cl-fw-vga-MartMinas-236,cl-fw-vga-MartMinas-236,MART_MINAS,FGT40FTK21099E88,FortiGate-40F,v7.0.13,✅ Sucesso,721657,704.74,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/MART_MINAS/cl-fw-vga-MartMinas-236-17-05-47.conf,
cl-fw-vpn-MartMinas-261,cl-fw-vpn-MartMinas-261,MART_MINAS,FGT40FTK21099FC8,FortiGate-40F,v7.0.13,✅ Sucesso,718392,701.55,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/MART_MINAS/cl-fw-vpn-MartMinas-261-17-05-47.conf,
