device_name,hostname,adom,serial,platform,os_version,status,file_size_bytes,file_size_kb,file_path,error_message
cl-fw-pts-DOM-130-Petropolis,cl-fw-pts-DOM-130-Petropolis,DOM_ATACAREJO,FGT40FTK2409BYMV,FortiGate-40F,v7.0.10,✅ Sucesso,565524,552.27,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/DOM_ATACAREJO/cl-fw-pts-DOM-130-Petropolis-17-03-35.conf,
cl-fw-rjo-DOM-101-Realengo,cl-fw-rjo-DOM-101-Realengo,DOM_ATACAREJO,FGT40FTK23099AD9,FortiGate-40F,v7.0.10,❌ Falha,0,0.0,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/DOM_ATACAREJO/cl-fw-rjo-DOM-101-Realengo-17-03-35.conf,No permission for the resource
cl-fw-rjo-DOM-102-Taquara,cl-fw-rjo-DOM-102-Taquara,DOM_ATACAREJO,FGT40FTK23090156,FortiGate-40F,v7.0.10,❌ Falha,0,0.0,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/DOM_ATACAREJO/cl-fw-rjo-DOM-102-Taquara-17-03-35.conf,No permission for the resource
cl-fw-rjo-DOM-106-Inhauma,cl-fw-rjo-DOM-106-Inhauma,DOM_ATACAREJO,FGT40FTK2209HHJ7,FortiGate-40F,v7.0.10,✅ Sucesso,545400,532.62,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/DOM_ATACAREJO/cl-fw-rjo-DOM-106-Inhauma-17-03-35.conf,
cl-fw-dqx-DOM-109-Caxias1,cl-fw-rjo-DOM-109-Caxias1,DOM_ATACAREJO,FGT40FTK21049789,FortiGate-40F,v7.0.10,❌ Falha,0,0.0,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/DOM_ATACAREJO/cl-fw-rjo-DOM-109-Caxias1-17-03-35.conf,No permission for the resource
cl-fw-rjo-DOM-113-SaoPedro,cl-fw-rjo-DOM-113-SaoPedro,DOM_ATACAREJO,FGT40FTK21052462,FortiGate-40F,v7.0.10,❌ Falha,0,0.0,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/DOM_ATACAREJO/cl-fw-rjo-DOM-113-SaoPedro-17-03-35.conf,No permission for the resource
cl-fw-rjo-DOM-114-CampoGran,cl-fw-rjo-DOM-114-CampoGran,DOM_ATACAREJO,FGT40FTK21050604,FortiGate-40F,v7.0.10,❌ Falha,0,0.0,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/DOM_ATACAREJO/cl-fw-rjo-DOM-114-CampoGran-17-03-35.conf,No permission for the resource
cl-fw-rjo-DOM-115-Campos1,cl-fw-rjo-DOM-115-Campos1,DOM_ATACAREJO,FGT40FTK23099242,FortiGate-40F,v7.0.10,❌ Falha,0,0.0,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/DOM_ATACAREJO/cl-fw-rjo-DOM-115-Campos1-17-03-35.conf,No permission for the resource
cl-fw-rjo-DOM-117-Caxias2,cl-fw-rjo-DOM-117-Caxias2,DOM_ATACAREJO,FGT40FTK2209HHS6,FortiGate-40F,v7.0.10,❌ Falha,0,0.0,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/DOM_ATACAREJO/cl-fw-rjo-DOM-117-Caxias2-17-03-35.conf,No permission for the resource
cl-fw-rjo-DOM-120-Itaperuna,cl-fw-rjo-DOM-120-Itaperuna,DOM_ATACAREJO,FGT40FTK22099S03,FortiGate-40F,v7.0.10,❌ Falha,0,0.0,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/DOM_ATACAREJO/cl-fw-rjo-DOM-120-Itaperuna-17-03-35.conf,No permission for the resource
cl-fw-rjo-DOM-121-Campos2,cl-fw-rjo-DOM-121-Campos2,DOM_ATACAREJO,FGT40FTK23099557,FortiGate-40F,v7.0.10,❌ Falha,0,0.0,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/DOM_ATACAREJO/cl-fw-rjo-DOM-121-Campos2-17-03-35.conf,No permission for the resource
cl-fw-rjo-DOM-124-mesquita,cl-fw-rjo-DOM-124-mesquita,DOM_ATACAREJO,FGT40FTK23092498,FortiGate-40F,v7.0.10,❌ Falha,0,0.0,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/DOM_ATACAREJO/cl-fw-rjo-DOM-124-mesquita-17-03-35.conf,No permission for the resource
cl-fw-rjo-DOM-129-Iguacu,cl-fw-rjo-DOM-129-Iguacu,DOM_ATACAREJO,FGT40FTK2109A2H7,FortiGate-40F,v7.0.11,✅ Sucesso,503975,492.16,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/DOM_ATACAREJO/cl-fw-rjo-DOM-129-Iguacu-17-03-35.conf,
cl-fw-rjo-DOM-RioCentro-MTZ,cl-fw-rjo-DOM-RioCentro-MTZ,DOM_ATACAREJO,FG100FTK23024786,FortiGate-100F,v7.0.13,✅ Sucesso,599234,585.19,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/DOM_ATACAREJO/cl-fw-rjo-DOM-RioCentro-MTZ-17-03-35.conf,
cl-fw-rsd-DOM-116-Resende,cl-fw-rsd-DOM-116-Resende,DOM_ATACAREJO,FGT40FTK2209HH50,FortiGate-40F,v7.0.10,✅ Sucesso,521996,509.76,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/DOM_ATACAREJO/cl-fw-rsd-DOM-116-Resende-17-03-35.conf,
cl-fw-sgo-DOM-127-Sao_Goncalo,cl-fw-sgo-DOM-127-Sao_Goncalo,DOM_ATACAREJO,FGT40FTK22067878,FortiGate-40F,v7.0.11,✅ Sucesso,548913,536.05,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/DOM_ATACAREJO/cl-fw-sgo-DOM-127-Sao_Goncalo-17-03-35.conf,
cl-fw-smi-DOM-105-SJMeriti,cl-fw-smi-DOM-105-SJMeriti,DOM_ATACAREJO,FGT40FTK2209HHR3,FortiGate-40F,v7.0.10,✅ Sucesso,538726,526.1,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/DOM_ATACAREJO/cl-fw-smi-DOM-105-SJMeriti-17-03-35.conf,
cl-fw-trl-DOM-108-Teresopolis,cl-fw-trl-DOM-108-Teresopolis,DOM_ATACAREJO,FGT40FTK2209HHH6,FortiGate-40F,v7.0.10,✅ Sucesso,535292,522.75,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/DOM_ATACAREJO/cl-fw-trl-DOM-108-Teresopolis-17-03-35.conf,
cl-fw-afn-MartMinas-215,cl-fw-afn-MartMinas-215,MART_MINAS,FGT40FTK21099EXZ,FortiGate-40F,v7.0.13,❌ Falha,0,0.0,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/MART_MINAS/cl-fw-afn-MartMinas-215-17-03-35.conf,No permission for the resource
cl-fw-ari-MartMinas-221,cl-fw-ari-MartMinas-221,MART_MINAS,FGT40FTK21099CCX,FortiGate-40F,v7.0.13,✅ Sucesso,755658,737.95,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/MART_MINAS/cl-fw-ari-MartMinas-221-17-03-35.conf,
cl-fw-arpo-MartMinas-218,cl-fw-arpo-MartMinas-218,MART_MINAS,FGT40FTK21099FGW,FortiGate-40F,v7.0.13,✅ Sucesso,726549,709.52,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/MART_MINAS/cl-fw-arpo-MartMinas-218-17-03-35.conf,
cl-fw-axa-MartMinas-228,cl-fw-axa-MartMinas-228,MART_MINAS,FGT40FTK21002621,FortiGate-40F,v7.0.13,✅ Sucesso,730879,713.75,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/MART_MINAS/cl-fw-axa-MartMinas-228-17-03-35.conf,
cl-fw-baik-MartMinas-273,cl-fw-baik-MartMinas-273,MART_MINAS,FGT40FTK2209F6UC,FortiGate-40F,v7.0.13,✅ Sucesso,690628,674.44,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/MART_MINAS/cl-fw-baik-MartMinas-273-17-03-35.conf,
cl-fw-bca-MartMinas-230,cl-fw-bca-MartMinas-230,MART_MINAS,FGT40FTK21003020,FortiGate-40F,v7.0.13,✅ Sucesso,718390,701.55,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/MART_MINAS/cl-fw-bca-MartMinas-230-17-03-35.conf,
cl-fw-bdp-MartMinas-247,cl-fw-bdp-MartMinas-247,MART_MINAS,FGT40FTK21021448,FortiGate-40F,v7.0.13,✅ Sucesso,721504,704.59,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/MART_MINAS/cl-fw-bdp-MartMinas-247-17-03-35.conf,
cl-fw-bet-MartMinas-262,cl-fw-bet-MartMinas-262,MART_MINAS,FGT40FTK21054135,FortiGate-40F,v7.0.13,✅ Sucesso,732028,714.87,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/MART_MINAS/cl-fw-bet-MartMinas-262-17-03-35.conf,
cl-fw-bet-MartMinas-271,cl-fw-bet-MartMinas-271,MART_MINAS,FGT40FTK21046753,FortiGate-40F,v7.0.13,✅ Sucesso,687108,671.0,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/MART_MINAS/cl-fw-bet-MartMinas-271-17-03-35.conf,
cl-fw-bet-MartMinas-285,cl-fw-bet-MartMinas-285,MART_MINAS,FGT40FTK2209EY7W,FortiGate-40F,v7.0.13,✅ Sucesso,610065,595.77,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/MART_MINAS/cl-fw-bet-MartMinas-285-17-03-35.conf,
cl-fw-bet-MartMinas-287,cl-fw-bet-MartMinas-287,MART_MINAS,FGT40FTK2209ETXQ,FortiGate-40F,v7.0.13,✅ Sucesso,695972,679.66,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/MART_MINAS/cl-fw-bet-MartMinas-287-17-03-35.conf,
cl-fw-bhe-MartMinas-251,cl-fw-bhe-MartMinas-251,MART_MINAS,FGT40FTK21046551,FortiGate-40F,v7.0.13,✅ Sucesso,745035,727.57,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/MART_MINAS/cl-fw-bhe-MartMinas-251-17-03-35.conf,
cl-fw-bhe-MartMinas-263,cl-fw-bhe-MartMinas-263,MART_MINAS,FGT40FTK21099ASK,FortiGate-40F,v7.0.13,✅ Sucesso,724701,707.72,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/MART_MINAS/cl-fw-bhe-MartMinas-263-17-03-35.conf,
cl-fw-bhe-MartMinas-283,cl-fw-bhe-MartMinas-283,MART_MINAS,FGT40FTK2209EY8H,FortiGate-40F,v7.0.13,✅ Sucesso,696298,679.98,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/MART_MINAS/cl-fw-bhe-MartMinas-283-17-03-35.conf,
cl-fw-bhe-MartMinas-286,cl-fw-bhe-MartMinas-286,MART_MINAS,FGT40FTK2209EYC6,FortiGate-40F,v7.0.13,✅ Sucesso,705245,688.72,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/MART_MINAS/cl-fw-bhe-MartMinas-286-17-03-35.conf,
cl-fw-bhe-marminas-LMN,cl-fw-bhe-marminas-LMN,MART_MINAS,FGT40FTK23090232,FortiGate-40F,v7.0.13,✅ Sucesso,498434,486.75,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/MART_MINAS/cl-fw-bhe-marminas-LMN-17-03-35.conf,
cl-fw-bhe-martminas-escr-a,cl-fw-bhe-martminas-escr-a,MART_MINAS,FG4H0FT923907078,FortiGate-400F,v7.0.11,✅ Sucesso,886236,865.46,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/MART_MINAS/cl-fw-bhe-martminas-escr-a-17-03-35.conf,
cl-fw-cem-MartMinas-202,cl-fw-cem-MartMinas-202,MART_MINAS,FGT40FTK21099A23,FortiGate-40F,v7.0.13,✅ Sucesso,734577,717.36,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/MART_MINAS/cl-fw-cem-MartMinas-202-17-03-35.conf,
cl-fw-cem-MartMinas-211,cl-fw-cem-MartMinas-211,MART_MINAS,FGT40FTK21050504,FortiGate-40F,v7.0.13,✅ Sucesso,740909,723.54,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/MART_MINAS/cl-fw-cem-MartMinas-211-17-03-35.conf,
cl-fw-cem-MartMinas-235,cl-fw-cem-MartMinas-235,MART_MINAS,FGT40FTK21052000,FortiGate-40F,v7.0.13,✅ Sucesso,745123,727.66,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/MART_MINAS/cl-fw-cem-MartMinas-235-17-03-35.conf,
cl-fw-cem-MartMinas-CD,cl-fw-cem-MartMinas-CD,MART_MINAS,FG100FTK23074620,FortiGate-100F,v7.0.11,✅ Sucesso,627184,612.48,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/MART_MINAS/cl-fw-cem-MartMinas-CD-17-03-35.conf,
cl-fw-cet-MartMinas-281,cl-fw-cet-MartMinas-281,MART_MINAS,FGT40FTK2209EV14,FortiGate-40F,v7.0.13,✅ Sucesso,683805,667.78,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/MART_MINAS/cl-fw-cet-MartMinas-281-17-03-35.conf,
cl-fw-cga-MartMinas-256,cl-fw-cga-MartMinas-256,MART_MINAS,FGT40FTK21099AXB,FortiGate-40F,v7.0.13,✅ Sucesso,708715,692.1,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/MART_MINAS/cl-fw-cga-MartMinas-256-17-03-35.conf,
cl-fw-cng-MartMinas-257,cl-fw-cng-MartMinas-257,MART_MINAS,FGT40FTK21099CEQ,FortiGate-40F,v7.0.13,✅ Sucesso,721511,704.6,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/MART_MINAS/cl-fw-cng-MartMinas-257-17-03-35.conf,
cl-fw-cnl-MartMinas-234,cl-fw-cnl-MartMinas-234,MART_MINAS,FGT40FTK21099AHT,FortiGate-40F,v7.0.13,✅ Sucesso,722375,705.44,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/MART_MINAS/cl-fw-cnl-MartMinas-234-17-03-35.conf,
cl-fw-cpo-MartMinas-248,cl-fw-cpo-MartMinas-248,MART_MINAS,FGT40FTK21020839,FortiGate-40F,v7.0.13,✅ Sucesso,714566,697.82,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/MART_MINAS/cl-fw-cpo-MartMinas-248-17-03-35.conf,
cl-fw-cuv-MartMinas-267,cl-fw-cuv-MartMinas-267,MART_MINAS,FGT40FTK21099BBN,FortiGate-40F,v7.0.13,❌ Falha,0,0.0,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/MART_MINAS/cl-fw-cuv-MartMinas-267-17-03-35.conf,No permission for the resource
cl-fw-dvl-MartMinas-201,cl-fw-dvl-MartMinas-201,MART_MINAS,FGT40FTK23091485,FortiGate-40F,v7.0.13,✅ Sucesso,770910,752.84,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/MART_MINAS/cl-fw-dvl-MartMinas-201-17-03-35.conf,
cl-fw-dvl-MartMinas-237,cl-fw-dvl-MartMinas-237,MART_MINAS,FGT40FTK21009098,FortiGate-40F,v7.0.13,✅ Sucesso,708582,691.97,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/MART_MINAS/cl-fw-dvl-MartMinas-237-17-03-35.conf,
cl-fw-exm-MartMinas-264,cl-fw-exm-MartMinas-264,MART_MINAS,FGT40FTK21007895,FortiGate-40F,v7.0.13,❌ Falha,0,0.0,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/MART_MINAS/cl-fw-exm-MartMinas-264-17-03-35.conf,No permission for the resource
cl-fw-gvs-MartMinas-205,cl-fw-gvs-MartMinas-205,MART_MINAS,FGT40FTK21054201,FortiGate-40F,v7.0.13,❌ Falha,0,0.0,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/MART_MINAS/cl-fw-gvs-MartMinas-205-17-03-35.conf,No permission for the resource
cl-fw-ian-MartMinas-232,cl-fw-ian-MartMinas-232,MART_MINAS,FGT40FTK21051182,FortiGate-40F,v7.0.13,❌ Falha,0,0.0,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/MART_MINAS/cl-fw-ian-MartMinas-232-17-03-35.conf,No permission for the resource
cl-fw-iba-MartMinas-239,cl-fw-iba-MartMinas-239,MART_MINAS,FGT40FTK21099AHS,FortiGate-40F,v7.0.13,❌ Falha,0,0.0,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/MART_MINAS/cl-fw-iba-MartMinas-239-17-03-35.conf,No permission for the resource
cl-fw-iie-MartMinas-276,cl-fw-iie-MartMinas-276,MART_MINAS,FGT40FTK2209EUV4,FortiGate-40F,v7.0.11,❌ Falha,0,0.0,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/MART_MINAS/cl-fw-iie-MartMinas-276-17-03-35.conf,No permission for the resource
cl-fw-iua-MartMinas-214,cl-fw-iua-MartMinas-214,MART_MINAS,FGT40FTK21050985,FortiGate-40F,v7.0.13,❌ Falha,0,0.0,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/MART_MINAS/cl-fw-iua-MartMinas-214-17-03-35.conf,No permission for the resource
cl-fw-jfa-MartMinas-206,cl-fw-jfa-MartMinas-206,MART_MINAS,FGT40FTK21099AFM,FortiGate-40F,v7.0.13,✅ Sucesso,722037,705.11,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/MART_MINAS/cl-fw-jfa-MartMinas-206-17-03-35.conf,
cl-fw-jfa-MartMinas-253,cl-fw-jfa-MartMinas-253,MART_MINAS,FGT40FTK21099FU9,FortiGate-40F,v7.0.13,✅ Sucesso,737795,720.5,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/MART_MINAS/cl-fw-jfa-MartMinas-253-17-03-35.conf,
cl-fw-jml-MartMinas-244,cl-fw-jml-MartMinas-244,MART_MINAS,FGT40FTK21025358,FortiGate-40F,v7.0.13,✅ Sucesso,751765,734.15,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/MART_MINAS/cl-fw-jml-MartMinas-244-17-03-35.conf,
cl-fw-jnu-MartMinas-274,cl-fw-jnu-MartMinas-274,MART_MINAS,FGT40FTK2209ESTH,FortiGate-40F,v7.0.13,✅ Sucesso,689211,673.06,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/MART_MINAS/cl-fw-jnu-MartMinas-274-17-03-35.conf,
cl-fw-jpi-MartMinas-254,cl-fw-jpi-MartMinas-254,MART_MINAS,FGT40FTK21099037,FortiGate-40F,v7.0.13,✅ Sucesso,695540,679.24,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/MART_MINAS/cl-fw-jpi-MartMinas-254-17-03-35.conf,
cl-fw-jua-MartMinas-250,cl-fw-jua-MartMinas-250,MART_MINAS,FGT40FTK210999UC,FortiGate-40F,v7.0.13,✅ Sucesso,725954,708.94,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/MART_MINAS/cl-fw-jua-MartMinas-250-17-03-35.conf,
cl-fw-lav-MartMinas-229,cl-fw-lav-MartMinas-229,MART_MINAS,FGT40FTK21099AQE,FortiGate-40F,v7.0.13,✅ Sucesso,723425,706.47,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/MART_MINAS/cl-fw-lav-MartMinas-229-17-03-35.conf,
cl-fw-ldp-MartMinas-255,cl-fw-ldp-MartMinas-255,MART_MINAS,FGT40FTK21099AAZ,FortiGate-40F,v7.0.13,✅ Sucesso,734303,717.09,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/MART_MINAS/cl-fw-ldp-MartMinas-255-17-03-35.conf,
cl-fw-lgt-MartMinas-279,cl-fw-lgt-MartMinas-279,MART_MINAS,FGT40FTK23091312,FortiGate-40F,v7.0.13,✅ Sucesso,689662,673.5,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/MART_MINAS/cl-fw-lgt-MartMinas-279-17-03-35.conf,
cl-fw-mcl-MartMinas-219,cl-fw-mcl-MartMinas-219,MART_MINAS,FGT40FTK21052149,FortiGate-40F,v7.0.13,❌ Falha,0,0.0,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/MART_MINAS/cl-fw-mcl-MartMinas-219-17-03-35.conf,No permission for the resource
cl-fw-mcl-MartMinas-259,cl-fw-mcl-MartMinas-259,MART_MINAS,FGT40FTK21047070,FortiGate-40F,v7.0.13,❌ Falha,0,0.0,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/MART_MINAS/cl-fw-mcl-MartMinas-259-17-03-35.conf,No permission for the resource
cl-fw-mcl-MartMinas-260,cl-fw-mcl-MartMinas-260,MART_MINAS,FGT40FTK21009570,FortiGate-40F,v7.0.13,✅ Sucesso,719993,703.12,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/MART_MINAS/cl-fw-mcl-MartMinas-260-17-03-35.conf,
cl-fw-moo-MartMinas-249,cl-fw-moo-MartMinas-249,MART_MINAS,FGT40FTK21099A4H,FortiGate-40F,v7.0.13,❌ Falha,0,0.0,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/MART_MINAS/cl-fw-moo-MartMinas-249-17-03-35.conf,No permission for the resource
cl-fw-nla-MartMinas-252,cl-fw-nla-MartMinas-252,MART_MINAS,FGT40FTK21099A39,FortiGate-40F,v7.0.13,✅ Sucesso,728428,711.36,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/MART_MINAS/cl-fw-nla-MartMinas-252-17-03-35.conf,
cl-fw-oci-MartMinas-A,cl-fw-oci-MartMinas-B,MART_MINAS,FGVMSLTM26003257,FortiGate-VM64-OPC,v7.0.13,✅ Sucesso,560859,547.71,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/MART_MINAS/cl-fw-oci-MartMinas-B-17-03-35.conf,
cl-fw-oci-martminas-dr,cl-fw-oci-martminas-dr,MART_MINAS,FGVM4VTM24000943,FortiGate-VM64-OPC,v7.0.13,✅ Sucesso,368347,359.71,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/MART_MINAS/cl-fw-oci-martminas-dr-17-03-35.conf,
cl-fw-pcs-MartMinas-242,cl-fw-pcs-MartMinas-242,MART_MINAS,FGT40FTK21020828,FortiGate-40F,v7.0.13,✅ Sucesso,729857,712.75,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/MART_MINAS/cl-fw-pcs-MartMinas-242-17-03-35.conf,
cl-fw-plo-MartMinas-280,cl-fw-plo-MartMinas-280,MART_MINAS,FGT40FTK2209EUJH,FortiGate-40F,v7.0.13,✅ Sucesso,697316,680.97,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/MART_MINAS/cl-fw-plo-MartMinas-280-17-03-35.conf,
cl-fw-pms-MartMinas-213,cl-fw-pms-MartMinas-213,MART_MINAS,FGT40FTK21099E1L,FortiGate-40F,v7.0.13,✅ Sucesso,709934,693.29,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/MART_MINAS/cl-fw-pms-MartMinas-213-17-03-35.conf,
cl-fw-pms-MartMinas-245,cl-fw-pms-MartMinas-245,MART_MINAS,FGT40FTK21049973,FortiGate-40F,v7.0.13,✅ Sucesso,717662,700.84,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/MART_MINAS/cl-fw-pms-MartMinas-245-17-03-35.conf,
cl-fw-prr-MartMinas-272,cl-fw-prr-MartMinas-272,MART_MINAS,FGT40FTK2209ESM4,FortiGate-40F,v7.0.13,✅ Sucesso,696868,680.54,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/MART_MINAS/cl-fw-prr-MartMinas-272-17-03-35.conf,
cl-fw-prs-MartMinas-226,cl-fw-prs-MartMinas-226,MART_MINAS,FGT40FTK21050901,FortiGate-40F,v7.0.13,✅ Sucesso,708559,691.95,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/MART_MINAS/cl-fw-prs-MartMinas-226-17-03-35.conf,
