device_name,hostname,adom,serial,platform,os_version,status,file_size_bytes,file_size_kb,file_path,error_message
cl-fw-blm-tecar-pa-05001,cl-fw-blm-tecar-pa-05001,TECAR,FGT40FTK2209GV4N,FortiGate-40F,v7.0.11,✅ Sucesso,380946,372.02,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/TECAR/cl-fw-blm-tecar-pa-05001-16-58-07.conf,
cl-fw-blm-tecar-pa-52001,cl-fw-blm-tecar-pa-52001,TECAR,FGT40FTK2209GSPK,FortiGate-40F,v7.0.11,✅ Sucesso,377553,368.7,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/TECAR/cl-fw-blm-tecar-pa-52001-16-58-07.conf,
cl-fw-blm-tecar-pa-53001,cl-fw-blm-tecar-pa-53001,TECAR,FGT40FTK2209GW14,FortiGate-40F,v7.0.11,✅ Sucesso,371444,362.74,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/TECAR/cl-fw-blm-tecar-pa-53001-16-58-07.conf,
cl-fw-blm-tecar-pa-64001,cl-fw-blm-tecar-pa-64001,TECAR,FGT40FTK2209GV6H,FortiGate-40F,v7.0.11,✅ Sucesso,374456,365.68,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/TECAR/cl-fw-blm-tecar-pa-64001-16-58-07.conf,
cl-fw-bsa-tecar-df-01001,cl-fw-bsa-tecar-df-01001,TECAR,FG100FTK23023279,FortiGate-100F,v7.0.11,✅ Sucesso,485048,473.68,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/TECAR/cl-fw-bsa-tecar-df-01001-16-58-07.conf,
cl-fw-bsa-tecar-df-02001,cl-fw-bsa-tecar-df-02001,TECAR,FGT40FTK2209EZUR,FortiGate-40F,v7.0.11,✅ Sucesso,394250,385.01,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/TECAR/cl-fw-bsa-tecar-df-02001-16-58-07.conf,
cl-fw-bsa-tecar-df-03001,cl-fw-bsa-tecar-df-03001,TECAR,FGT40FTK22099W75,FortiGate-40F,v7.0.11,✅ Sucesso,385871,376.83,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/TECAR/cl-fw-bsa-tecar-df-03001-16-58-07.conf,
cl-fw-bsa-tecar-df-19001,cl-fw-bsa-tecar-df-19001,TECAR,FGT60FTK22037667,FortiGate-60F,v7.0.11,✅ Sucesso,385377,376.34,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/TECAR/cl-fw-bsa-tecar-df-19001-16-58-07.conf,
cl-fw-bsa-tecar-df-41001,cl-fw-bsa-tecar-df-41001,TECAR,FG100FTK24019014,FortiGate-100F,v7.0.11,✅ Sucesso,372065,363.34,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/TECAR/cl-fw-bsa-tecar-df-41001-16-58-07.conf,
cl-fw-bsa-tecar-df-43001,cl-fw-bsa-tecar-df-43001,TECAR,FGT40FTK23083305,FortiGate-40F,v7.0.11,✅ Sucesso,370782,362.09,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/TECAR/cl-fw-bsa-tecar-df-43001-16-58-07.conf,
cl-fw-cem-tecar-mg-27001,cl-fw-cem-tecar-mg-27001,TECAR,FGT40FTK2309APQC,FortiGate-40F,v7.0.11,✅ Sucesso,378907,370.03,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/TECAR/cl-fw-cem-tecar-mg-27001-16-58-07.conf,
cl-fw-cem-tecar-mg-32001,cl-fw-cem-tecar-mg-32001,TECAR,FGT40FTK2309ADJC,FortiGate-40F,v7.0.11,✅ Sucesso,360959,352.5,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/TECAR/cl-fw-cem-tecar-mg-32001-16-58-07.conf,
cl-fw-cpe-tecar-ms-49001,cl-fw-cpe-tecar-ms-49001,TECAR,FGT40FTK2209GVSD,FortiGate-40F,v7.0.11,✅ Sucesso,371482,362.78,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/TECAR/cl-fw-cpe-tecar-ms-49001-16-58-07.conf,
cl-fw-dvl-tecar-mg-38001,cl-fw-dvl-tecar-mg-38001,TECAR,FGT40FTK21048820,FortiGate-40F,v7.0.11,✅ Sucesso,366646,358.05,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/TECAR/cl-fw-dvl-tecar-mg-38001-16-58-07.conf,
cl-fw-gna-tecar-go-09001,cl-fw-gna-tecar-go-09001,TECAR,FG100FTK23023227,FortiGate-100F,v7.0.11,✅ Sucesso,385529,376.49,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/TECAR/cl-fw-gna-tecar-go-09001-16-58-07.conf,
cl-fw-gna-tecar-go-10001,cl-fw-gna-tecar-go-10001,TECAR,FGT60FTK23027989,FortiGate-60F,v7.0.11,✅ Sucesso,380489,371.57,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/TECAR/cl-fw-gna-tecar-go-10001-16-58-07.conf,
cl-fw-gna-tecar-go-18001,cl-fw-gna-tecar-go-18001,TECAR,FGT60FTK23024876,FortiGate-60F,v7.0.11,✅ Sucesso,378462,369.59,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/TECAR/cl-fw-gna-tecar-go-18001-16-58-07.conf,
cl-fw-gna-tecar-go-20001,cl-fw-gna-tecar-go-20001,TECAR,FGT70FTK23013028,FortiGate-70F,v7.0.12,✅ Sucesso,368452,359.82,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/TECAR/cl-fw-gna-tecar-go-20001-16-58-07.conf,
FG100ETK19003857,cl-fw-gna-tecar-go-20001_old,TECAR,FG100ETK19003857,FortiGate-100E,v7.0.10,✅ Sucesso,421172,411.3,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/TECAR/cl-fw-gna-tecar-go-20001_old-16-58-07.conf,
cl-fw-gna-tecar-go-21001,cl-fw-gna-tecar-go-21001,TECAR,FGT60FTK2109CYYK,FortiGate-60F,v7.0.11,✅ Sucesso,385212,376.18,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/TECAR/cl-fw-gna-tecar-go-21001-16-58-07.conf,
cl-fw-iub-tecar-go-13001,cl-fw-iub-tecar-go-13001,TECAR,FGT40FTK2209ESFW,FortiGate-40F,v7.0.11,✅ Sucesso,374868,366.08,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/TECAR/cl-fw-iub-tecar-go-13001-16-58-07.conf,
cl-fw-oci-tecar,cl-fw-oci-tecar,TECAR,FGVM02TM25001654,FortiGate-VM64-OPC,v7.0.11,✅ Sucesso,343978,335.92,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/TECAR/cl-fw-oci-tecar-16-58-07.conf,
cl-fw-pmj-tecar-to-48001,cl-fw-pmj-tecar-to-48001,TECAR,FGT40FTK23092288,FortiGate-40F,v7.0.11,✅ Sucesso,385590,376.55,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/TECAR/cl-fw-pmj-tecar-to-48001-16-58-07.conf,
cl-fw-rvd-tecar-go-17001,cl-fw-rvd-tecar-go-17001,TECAR,FGT40FTK2209ESUG,FortiGate-40F,v7.0.11,✅ Sucesso,372710,363.97,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/TECAR/cl-fw-rvd-tecar-go-17001-16-58-07.conf,
cl-fw-sdr-tecar-ba-51001,cl-fw-sdr-tecar-ba-51001,TECAR,FGT40FTK2309A4XA,FortiGate-40F,v7.0.11,✅ Sucesso,374396,365.62,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/TECAR/cl-fw-sdr-tecar-ba-51001-16-58-07.conf,
cl-fw-slb-tecar-go-63001,cl-fw-slb-tecar-go-63001,TECAR,FGT40FTK2209EMVG,FortiGate-40F,v7.0.11,✅ Sucesso,366498,357.91,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/TECAR/cl-fw-slb-tecar-go-63001-16-58-07.conf,
cl-fw-ssa-tecar-ba-57001,cl-fw-ssa-tecar-ba-57001,TECAR,FGT40FTK22099SBS,FortiGate-40F,v7.0.11,✅ Sucesso,363861,355.33,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/TECAR/cl-fw-ssa-tecar-ba-57001-16-58-07.conf,
cl-fw-ssa-tecar-ba-65001,cl-fw-ssa-tecar-ba-65001,TECAR,FGT40FTK22099W27,FortiGate-40F,v7.0.11,✅ Sucesso,362689,354.19,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/TECAR/cl-fw-ssa-tecar-ba-65001-16-58-07.conf,
cl-fw-ula-tecar-dc-01,cl-fw-ula-tecar-dc-01,TECAR,FG100FTK23022933,FortiGate-100F,v7.0.11,✅ Sucesso,426777,416.77,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/TECAR/cl-fw-ula-tecar-dc-01-16-58-07.conf,
cl-fw-ula-tecar-mg-30001,cl-fw-ula-tecar-mg-30001,TECAR,FGT40FTK22072178,FortiGate-40F,v7.0.11,✅ Sucesso,373484,364.73,/home/atalaya/Projetos/dev/API FortiManager/backups/2026-08-06/TECAR/cl-fw-ula-tecar-mg-30001-16-58-07.conf,
